#BioGRID Chemical Interaction ID	BioGRID Gene ID	Entrez Gene ID	Systematic Name	Official Symbol	Synonyms	Organism ID	Organism	Action	Interaction Type	Author	Pubmed ID	BioGRID Publication ID	BioGRID Chemical ID	Chemical Name	Chemical Synonyms	Chemical Brands	Chemical Source	Chemical Source ID	Molecular Formula	Chemical Type	ATC Codes	CAS Number	Curated By	Method	Method Description	Related BioGRID Gene ID	Related Entrez Gene ID	Related Systematic Name	Related Official Symbol	Related Synonyms	Related Organism ID	Related Organism	Related Type	Notes	InChIKey
29539	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Blackburn C (2014)	25454270	224857	9513	N-[[4-(Hydroxycarbamoyl)phenyl]methyl]-1-methylpyrrole-2-carboxamide	1454308-22-5|DB-096476|BDBM50440912	-	PUBCHEM	73333311	C14H15N3O3	small molecule	-	-	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	FOBBYTXDJVRRLB-UHFFFAOYSA-N
29540	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Blackburn C (2014)	25454270	224857	9514	N-Hydroxy-2-(1-methylpyrrole-2-carbonyl)-3,4-dihydro-1H-isoquinoline-6-carboxamide	ZINC68248700|N-HYDROXY-2-(1-METHYLPYRROLE-2-CARBONYL)-3,4-DIHYDRO-1H-ISOQUINOLINE-6-CARBOXAMIDE|EX-A1852|BCP29593|SYN1218|CS-0064770|N-HYDROXY-2-(1-METHYL-1H-PYRROLE-2-CARBONYL)-1,2,3,4-TETRAHYDROISOQUINOLINE-6-CARBOXAMIDE|MPI 5A;MPI5A;HDAC6 INHIBITOR;HISTONE DEACETYLASE 6|1259296-46-2|MPI_5A|MPI-5A|DB-092801|HY-113957|1,2,3,4-TETRAHYDRO-N-HYDROXY-2-[(1-METHYL-1H-PYRROL-2-YL)CARBONYL]-6-ISOQUINOLINECARBOXAMIDE|BDBM50440907	-	PUBCHEM	49831258	C16H17N3O3	small molecule	-	-	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	NNQAQGDSGCGFER-UHFFFAOYSA-N
29541	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Blackburn C (2014)	25454270	224857	8395	Tubastatin A	N-hydroxy-4-((2-methyl-3,4-dihydro-1H-pyrido[4,3-b]indol-5(2H)-yl)methyl)benzamide|2XTSOX1NF8|Benzamide, N-hydroxy-4-[(1,2,3,4-tetrahydro-2-methyl-5H-pyrido[4,3-b]indol-5-yl)methyl]-|Tubastatin A|N-Hydroxy-4-[(2-methyl-1,2,3,4-tetrahydro-5H-pyrido[4,3-b]indol-5-yl)methyl]benzamide|BDBM50380399	-	CHEMSPIDER	28295021	C20H21N3O2	small molecule	-	1239262-52-2	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	GOVYBPLHWIEHEJ-UHFFFAOYSA-N
29542	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Blackburn C (2014)	25454270	224857	9515	N-Hydroxy-7-(4-phenylbenzoyl)-6,8-dihydro-5H-imidazo[1,2-a]pyrazine-2-carboxamide	N-HYDROXY-7-(4-PHENYLBENZOYL)-6,8-DIHYDRO-5H-IMIDAZO[1,2-A]PYRAZINE-2-CARBOXAMIDE|BDBM50036305	-	PUBCHEM	53390842	C20H18N4O3	small molecule	-	-	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	OGQGBQMGXFYPBR-UHFFFAOYSA-N
29543	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Blackburn C (2014)	25454270	224857	9516	7-(1-Benzothiophene-2-carbonyl)-N-hydroxy-6,8-dihydro-5H-imidazo[1,2-a]pyrazine-2-carboxamide	7-(1-BENZOTHIOPHENE-2-CARBONYL)-N-HYDROXY-6,8-DIHYDRO-5H-IMIDAZO[1,2-A]PYRAZINE-2-CARBOXAMIDE|BDBM50036304	-	PUBCHEM	58465842	C16H14N4O3S	small molecule	-	-	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	GBJSJGWUCWJYTR-UHFFFAOYSA-N
29544	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Blackburn C (2014)	25454270	224857	9517	2-(4,5-Dichloro-1-methylpyrrole-2-carbonyl)-N-hydroxy-3,4-dihydro-1H-pyrrolo[1,2-a]pyrazine-7-carboxamide	2-(4,5-DICHLORO-1-METHYLPYRROLE-2-CARBONYL)-N-HYDROXY-3,4-DIHYDRO-1H-PYRROLO[1,2-A]PYRAZINE-7-CARBOXAMIDE|BDBM50036303	-	PUBCHEM	58465719	C14H14Cl2N4O3	small molecule	-	-	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	GPVDZHZKWSWTAW-UHFFFAOYSA-N
29545	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Blackburn C (2014)	25454270	224857	9518	2-(1-Benzothiophene-2-carbonyl)-N-hydroxy-3,4-dihydro-1H-pyrrolo[1,2-a]pyrazine-7-carboxamide	BDBM50036301	-	PUBCHEM	118719410	C17H15N3O3S	small molecule	-	-	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	PKOFMNJPOQAOMK-UHFFFAOYSA-N
29546	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Blackburn C (2014)	25454270	224857	9519	N-Hydroxy-2-(4-methoxybenzoyl)-3,4-dihydro-1H-pyrrolo[1,2-a]pyrazine-7-carboxamide	N-HYDROXY-2-(4-METHOXYBENZOYL)-3,4-DIHYDRO-1H-PYRROLO[1,2-A]PYRAZINE-7-CARBOXAMIDE|BDBM50036300	-	PUBCHEM	87400677	C16H17N3O4	small molecule	-	-	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	ZBYDKMSHGGWYID-UHFFFAOYSA-N
29547	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Blackburn C (2014)	25454270	224857	9520	2-(Cyclohexanecarbonyl)-N-hydroxy-3,4-dihydro-1H-pyrrolo[1,2-a]pyrazine-7-carboxamide	2-(CYCLOHEXANECARBONYL)-N-HYDROXY-3,4-DIHYDRO-1H-PYRROLO[1,2-A]PYRAZINE-7-CARBOXAMIDE|BDBM50036299	-	PUBCHEM	58465664	C15H21N3O3	small molecule	-	-	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	IRYNPILZVVOIKV-UHFFFAOYSA-N
29548	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Blackburn C (2014)	25454270	224857	9521	N-Hydroxy-2-(1-methylindole-5-carbonyl)-3,4-dihydro-1H-pyrrolo[1,2-a]pyrazine-7-carboxamide	N-HYDROXY-2-(1-METHYLINDOLE-5-CARBONYL)-3,4-DIHYDRO-1H-PYRROLO[1,2-A]PYRAZINE-7-CARBOXAMIDE|BDBM50036296	-	PUBCHEM	58465755	C18H18N4O3	small molecule	-	-	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	ZVYGMGIDIFWWGW-UHFFFAOYSA-N
29549	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Blackburn C (2014)	25454270	224857	9522	N-Hydroxy-2-(4-phenylbenzoyl)-3,4-dihydro-1H-pyrrolo[1,2-a]pyrazine-7-carboxamide	N-HYDROXY-2-(4-PHENYLBENZOYL)-3,4-DIHYDRO-1H-PYRROLO[1,2-A]PYRAZINE-7-CARBOXAMIDE|BDBM50036295	-	PUBCHEM	58465681	C21H19N3O3	small molecule	-	-	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	KWSAEIUYNAKOEW-UHFFFAOYSA-N
29550	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Blackburn C (2014)	25454270	224857	9523	N-Hydroxy-5-(1-methylindole-2-carbonyl)-6,7-dihydro-4H-pyrazolo[1,5-a]pyrazine-2-carboxamide	N-HYDROXY-5-(1-METHYLINDOLE-2-CARBONYL)-6,7-DIHYDRO-4H-PYRAZOLO[1,5-A]PYRAZINE-2-CARBOXAMIDE|BDBM50036291	-	PUBCHEM	58465705	C17H17N5O3	small molecule	-	-	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	ODOAGJBJOFXVAD-UHFFFAOYSA-N
29551	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Blackburn C (2014)	25454270	224857	9524	N-Hydroxy-2-(1-methylpyrrole-2-carbonyl)-3,4-dihydro-1H-pyrrolo[1,2-a]pyrazine-7-carboxamide	N-HYDROXY-2-(1-METHYLPYRROLE-2-CARBONYL)-3,4-DIHYDRO-1H-PYRROLO[1,2-A]PYRAZINE-7-CARBOXAMIDE|BDBM50036285	-	PUBCHEM	58465708	C14H16N4O3	small molecule	-	-	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	HXYDFXUSMZJLIU-UHFFFAOYSA-N
29552	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Blackburn C (2014)	25454270	224857	9525	Tubacin	AC-28328|DIOX-H_003551|Q27089032|AC1O7Y2P|TUBACIN (BML-GR362)|CTK8E6516|S2239|A10954|EX-A2172|1350555-93-9|HY-13428|CCG-270408|ZINC27551136|TUBACIN, >=98% (HPLC)|GTPL7374|537049-40-4|NCGC00346840-01|SW219084-1|BRD-K98426715-001-01-9|Y6280|N1-(4-((2R,4R,6S)-4-(((4,5-DIPHENYLOXAZOL-2-YL)THIO)METHYL)-6-(4-(HYDROXYMETHYL)PHENYL)-1,3-DIOXAN-2-YL)PHENYL)-N8-HYDROXYOCTANEDIAMIDE|N-[4-[(2R,4R,6S)-4-[[(4,5-DIPHENYL-2-OXAZOLYL)THIO]METHYL]-6-[4-(HYDROXYMETHYL)PHENYL]-1,3-DIOXAN-2-YL]PHENYL]-N'-HYDROXYOCTANEDIAMIDE|C41H43N3O7S|OCTANEDIAMIDE, N1-(4-((2R,4R,6S)-4-(((4,5-DIPHENYL-2-OXAZOLYL)THIO)METHYL)-6-(4-(HYDROXYMETHYL)PHENYL)-1,3-DIOXAN-2-YL)PHENYL)-N8-HYDROXY-, REL-|UNII-02C2G1D30D COMPONENT BHUZLJOUHMBZQY-YXQOSMAKSA-N|NCGC00346840-03|CS-5738|N-[4-[(2R,4R,6S)-4-[[4,5-DI(PHENYL)-1,3-OXAZOL-2-YL]SULFANYLMETHYL]-6-[4-(HYDROXYMETHYL)PHENYL]-1,3-DIOXAN-2-YL]PHENYL]-N'-HYDROXYOCTANEDIAMIDE|N-[4-[(2R,4R,6S)-4-[(4,5-DIPHENYL-1,3-OXAZOL-2-YL)SULFANYLMETHYL]-6-[4-(HYDROXYMETHYL)PHENYL]-1,3-DIOXAN-2-YL]PHENYL]-N'-HYDROXYOCTANEDIAMIDE|N-(4-{(2R,4R,6S)-4-{[(4,5-DIPHENYL-1,3-OXAZOL-2-YL)SULFANYL]METHYL}-6-[4-(HYDROXYMETHYL)PHENYL]-1,3-DIOXAN-2-YL}PHENYL)-N -HYDROXYOCTANEDIAMIDE|AKOS024457607|TUBACIN|KS-0000185J|BDBM22449	-	PUBCHEM	6675804	C41H43N3O7S	small molecule	-	-	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	BHUZLJOUHMBZQY-YXQOSMAKSA-N
29553	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Blackburn C (2014)	25454270	224857	2443	Vorinostat	Vorinostatum|SAHA|Suberoylanilide hydroxamic acid|Octanedioic acid hydroxyamide phenylamide|Zolinza|Suberanilohydroxamic acid|SHH|BDBM19149	zolinza	DRUGBANK	DB02546	C14H20N2O3	small molecule	L01XX38	149647-78-9	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	WAEXFXRVDQXREF-UHFFFAOYSA-N
29554	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Tang G (2014)	25238284	224858	9526	N-Hydroxy-2-[[5-(3-nitrophenyl)furan-2-yl]methyl]-3,4-dihydro-1H-isoquinoline-7-carboxamide	2-[5-(3-NITROPHENYL)FURFURYL]-1,2,3,4-TETRAHYDROISOQUINOLINE-7-CARBOHYDROXIMIC ACID|BDBM50027664	-	PUBCHEM	101882265	C21H19N3O5	small molecule	-	-	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	PMFDRULHDRRWFP-UHFFFAOYSA-N
29555	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Tang G (2014)	25238284	224858	9466	(7R)-N-Hydroxy-7-[(4-pyridin-3-ylpyrimidin-2-yl)amino]-5,6,7,8-tetrahydronaphthalene-2-carboxamide	(R)-7BETA-[[4-(3-PYRIDINYL)-2-PYRIMIDINYL]AMINO]-5,6,7,8-TETRAHYDRONAPHTHALENE-2-CARBOHYDROXIMIC ACID|BDBM50027662	-	PUBCHEM	92045024	C20H19N5O2	small molecule	-	-	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	MWLFQRZKKHIDTM-QGZVFWFLSA-N
29556	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Tang G (2014)	25238284	224858	9527	(7S)-N-Hydroxy-7-[(4-pyridin-3-ylpyrimidin-2-yl)amino]-5,6,7,8-tetrahydronaphthalene-2-carboxamide	BDBM50027661	-	PUBCHEM	118715268	C20H19N5O2	small molecule	-	-	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	MWLFQRZKKHIDTM-KRWDZBQOSA-N
29557	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Yao Y (2014)	25218912	224859	9528	N-Hydroxy-5-[1-[(4-phenylphenyl)methyl]pyrazol-3-yl]pentanamide	BDBM50026431	-	PUBCHEM	118714377	C21H23N3O2	small molecule	-	-	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	GIMAODGURWKHJY-UHFFFAOYSA-N
29558	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Yao Y (2014)	25218912	224859	9529	N-Hydroxy-5-(1-phenylpyrazol-3-yl)pentanamide	BDBM50026430	-	PUBCHEM	118714371	C14H17N3O2	small molecule	-	-	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	SRBLEOJYOQUWOH-UHFFFAOYSA-N
29559	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Yao Y (2014)	25218912	224859	9530	5-[1-[(4-Anilinophenyl)methyl]pyrazol-3-yl]-N-hydroxypentanamide	BDBM50026429	-	PUBCHEM	118714376	C21H24N4O2	small molecule	-	-	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	XXOUJCCBKBTDDB-UHFFFAOYSA-N
29560	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Yao Y (2014)	25218912	224859	2443	Vorinostat	Vorinostatum|SAHA|Suberoylanilide hydroxamic acid|Octanedioic acid hydroxyamide phenylamide|Zolinza|Suberanilohydroxamic acid|SHH|BDBM19149	zolinza	DRUGBANK	DB02546	C14H20N2O3	small molecule	L01XX38	149647-78-9	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	WAEXFXRVDQXREF-UHFFFAOYSA-N
29561	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Salvador LA (2014)	25147612	224860	9531	(5R,8S,11S)-5-Methyl-11-[(E)-4-[[(E)-4-[(5R,8S,11S)-5-methyl-6,9,13-trioxo-8-propan-2-yl-10-oxa-3,17-dithia-7,14,19,20-tetrazatricyclo[14.2.1.12,5]icosa-1(18),2(20),16(19)-trien-11-yl]but-3-enyl]disulfanyl]but-1-enyl]-8-propan-2-yl-10-oxa-3,17-dithia-7,14,19,20-tetrazatricyclo[14.2.1.12,5]icosa-1(18),2(20),16(19)-triene-6,9,13-trione	BDBM50101331	-	PUBCHEM	118712502	C42H54N8O8S6	small molecule	-	-	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	VXQMEGLYMWVBHB-UOLLFOIHSA-N
29562	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Salvador LA (2014)	25147612	224860	9532	Largazole Thiol	LARGAZOLE THIOL|BDBM50020912	-	PUBCHEM	56663191	C21H28N4O4S3	small molecule	-	-	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	VEDPEVJAYWVUSJ-FJNFOTEGSA-N
29574	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Valente S (2014)	24972008	224864	9544	(E)-N-Hydroxy-3-[4-[[5-(naphthalen-1-ylmethyl)-1,3,4-oxadiazol-2-yl]methyl]phenyl]prop-2-enamide	N-HYDROXY-3-[4-[5-(1-NAPHTHYLMETHYL)-1,3,4-OXADIAZOLE-2-YLMETHYL]PHENYL]PROPENEAMIDE|BDBM50047967	-	PUBCHEM	102366363	C23H19N3O3	small molecule	-	-	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	DQHBWINPWGGELF-OUKQBFOZSA-N
29575	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Valente S (2014)	24972008	224864	9545	(E)-N-Hydroxy-3-[4-[5-(1H-indol-3-ylmethyl)-1,3,4-oxadiazol-2-yl]phenyl]prop-2-enamide	BDBM50047966	-	PUBCHEM	118707836	C20H16N4O3	small molecule	-	-	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	MTSNUBCDRYSBCQ-JXMROGBWSA-N
29576	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Valente S (2014)	24972008	224864	9546	(E)-N-Hydroxy-3-[4-[5-(naphthalen-1-ylmethyl)-1,3,4-oxadiazol-2-yl]phenyl]prop-2-enamide	BDBM50047965	-	PUBCHEM	118707835	C22H17N3O3	small molecule	-	-	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	LBRVMWDZJHBLGD-JLHYYAGUSA-N
29577	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Valente S (2014)	24972008	224864	2443	Vorinostat	Vorinostatum|SAHA|Suberoylanilide hydroxamic acid|Octanedioic acid hydroxyamide phenylamide|Zolinza|Suberanilohydroxamic acid|SHH|BDBM19149	zolinza	DRUGBANK	DB02546	C14H20N2O3	small molecule	L01XX38	149647-78-9	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	WAEXFXRVDQXREF-UHFFFAOYSA-N
29578	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Chen F (2014)	24944733	224865	9532	Largazole Thiol	LARGAZOLE THIOL|BDBM50020912	-	PUBCHEM	56663191	C21H28N4O4S3	small molecule	-	-	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	VEDPEVJAYWVUSJ-FJNFOTEGSA-N
29586	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Tashima T (2014)	24864038	224867	9553	N-[7-(Hydroxyamino)-7-oxoheptyl]-2-methoxyquinoline-6-carboxamide	BDBM50044648	-	PUBCHEM	117829456	C18H23N3O4	small molecule	-	-	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	VVZXDYPDBYYVAY-UHFFFAOYSA-N
29587	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Tashima T (2014)	24864038	224867	9554	N-[7-(Hydroxyamino)-7-oxoheptyl]-1-methyl-2-oxoquinoline-6-carboxamide	BDBM50044646	-	PUBCHEM	117829462	C18H23N3O4	small molecule	-	-	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	FVXNWIVUIWQBNB-UHFFFAOYSA-N
29588	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Tashima T (2014)	24864038	224867	9555	N-[7-(Hydroxyamino)-7-oxoheptyl]-4,4-dimethyl-2-oxo-1,3-dihydroquinoline-6-carboxamide	BDBM50044645	-	PUBCHEM	86581005	C19H27N3O4	small molecule	-	-	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	OEQQELYWLWKXKU-UHFFFAOYSA-N
29589	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Tashima T (2014)	24864038	224867	9556	N'-Hydroxy-N-(2-oxo-1H-quinolin-6-yl)octanediamide	BDBM50044640	-	PUBCHEM	117829479	C17H21N3O4	small molecule	-	-	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	LMKXBBIZQUFLCC-UHFFFAOYSA-N
29590	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Tashima T (2014)	24864038	224867	9557	BDBM50033636	-	-	CHEMBL	CHEMBL3309297	C22H29N3O4	small molecule	-	-	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	RIHKXPFNMAZMOA-KTRQRASZSA-N
29596	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Lee HY (2014)	24766560	224871	9393	Ricolinostat	SW219836-1|ZINC89630354|W-5979|AS-73344|D10661|ROCILINOSTAT (ACY-1215)|GTPL7010|ROCILINOSTAT|2-(DIPHENYLAMINO)-N-[7-(HYDROXYAMINO)-7-OXOHEPTYL]PYRIMIDINE-5-CARBOXAMIDE|ACY-63|DTXSID40157148|RICOLINOSTAT (USAN/INN)|5-PYRIMIDINECARBOXAMIDE, 2-(DIPHENYLAMINO)-N-(7-(HYDROXYAMINO)-7-OXOHEPTYL)-|CCG-269054|AK151416|7-{[2-(DIPHENYLAMINO)PYRIMIDIN-5-YL]FORMAMIDO}-N-HYDROXYHEPTANAMIDE|SMR004702950|EX-A139|UNII-WKT909C62B|ACN-030031|S8001|AH4|CS-0965|DB12376|Q27088553|NS00073045|ACY-1215|1316214-52-4|SB17054|CC-661|HMS3426C09|US8609678, 2-(DIPHENYLAMINO)-N-(7-(HYDROXYAMINO)-7-OXOHEPTYL)PYRIMIDINE-5-CARBOXAMIDE [26]|AB0032517|BCP06028|A11940|X5832|AC-30258|2-(DIPHENYLAMINO)-N-(7-(HYDROXYAMINO)-7-OXOHEPTYL)PYRIMIDINE-5-CARBOXAMIDE|MLS006011181|N-[7-(HYDROXYAMINO)-7-OXOHEPTYL]-2-(N-PHENYLANILINO)PYRIMIDINE-5-CARBOXAMIDE|HY-16026|WKT909C62B|NCGC00345802-05|J-690127|ACY1215|AX8288032|AKOS024259260|RICOLINOSTAT (ACY-1215)|RICOLINOSTAT [USAN:INN]|2-(DIPHENYLAMINO)-N-[7-(HYDROXYAMINO)-7-OXOHEPTYL]-5-PYRIMIDINECARBOXAMIDE|5-PYRIMIDINECARBOXAMIDE, 2-(DIPHENYLAMINO)-N-[7-(HYDROXYAMINO)-7-OXOHEPTYL]-|NCGC00345802-01|RICOLINOSTAT|HMS3653F17|KS-00000SAV|BDBM50439674	-	PUBCHEM	53340666	C24H27N5O3	small molecule	-	-	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	QGZYDVAGYRLSKP-UHFFFAOYSA-N
29597	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Lee HY (2014)	24766560	224871	9561	(E)-N-Hydroxy-3-(3-pyrrolo[2,3-b]pyridin-1-ylsulfonylphenyl)prop-2-enamide	N-HYDROXY-3-[3-(1H-PYRROLO[2,3-B]PYRIDINE-1-YLSULFONYL)PHENYL]PROPENEAMIDE|(E)-N-HYDROXY-3-(3-PYRROLO[2,3-B]PYRIDIN-1-YLSULFONYLPHENYL)PROP-2-ENAMIDE|BDBM50015233	-	PUBCHEM	86765212	C16H13N3O4S	small molecule	-	-	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	OXPJGPURVBXIAP-VOTSOKGWSA-N
29598	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Lee HY (2014)	24766560	224871	2443	Vorinostat	Vorinostatum|SAHA|Suberoylanilide hydroxamic acid|Octanedioic acid hydroxyamide phenylamide|Zolinza|Suberanilohydroxamic acid|SHH|BDBM19149	zolinza	DRUGBANK	DB02546	C14H20N2O3	small molecule	L01XX38	149647-78-9	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	WAEXFXRVDQXREF-UHFFFAOYSA-N
29601	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Cincinelli R (2014)	24742384	224873	9562	(E)-N-Hydroxy-3-[4-(4-methoxyphenyl)phenyl]prop-2-enamide	(E)-N-HYDROXY-3-[4-(4-METHOXYPHENYL)PHENYL]PROP-2-ENAMIDE|N-HYDROXY-E-3-(4''-METHOXYBIPHENYL-4-YL)-ACRYLAMIDE|BDBM50293361	-	PUBCHEM	15986509	C16H15NO3	small molecule	-	-	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	WKQPXLKFQLGQSM-NYYWCZLTSA-N
29602	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Cincinelli R (2014)	24742384	224873	9563	(E)-N-Hydroxy-3-[4-(4-hydroxyphenyl)phenyl]prop-2-enamide	N-HYDROXY-E-3-(4''-HYDROXYBIPHENYL-4-YL)-ACRYLAMIDE|(E)-N-HYDROXY-3-[4-(4-HYDROXYPHENYL)PHENYL]PROP-2-ENAMIDE|BDBM50293358	-	PUBCHEM	15986418	C15H13NO3	small molecule	-	-	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	MGGQEULGVBEMAL-XCVCLJGOSA-N
